sequenceID,sum_diff,autocorr,mean_diff,abs_skewness,count,max_diff,kurtosis,variance,mean,std_deviation,unique_count,max_value,range_value,iqr,percentile_75,percentile_25,percentile_50,median,min_diff,min_value
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr4:75452279-191044276,5224312,0.9768454644860176,1.0707657218843942,1.70664597697416,4879044,8,3.446569837658306,26.411497916560776,5.413279527710756,5.139211799153716,62,61,61,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr6:95830543-157559467,3376339,0.9785049046958044,1.0741882198581425,1.5059020371673226,3143155,6,2.577385927576034,28.71383662077412,6.113830212000362,5.358529333760721,53,52,52,7.0,9.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr7:100606043-130154523,1520174,0.9805025614958496,1.07465524834773,1.5447154485771026,1414570,6,3.045590890607472,31.695466008317176,6.231016492644408,5.629872645834644,62,61,61,7.0,9.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr8:86726451-142766515,2864026,0.977407364725202,1.072378929742594,1.5855579411503422,2670723,7,2.97301884389616,27.1884638855362,5.830816599100693,5.214255832382623,51,50,50,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr9:92678796-133073060,2438118,0.9834063135820876,1.078877720571804,1.4082487667587744,2259866,8,2.698079869644705,37.67923780578465,7.241372718559419,6.138341616901478,67,66,66,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr10:18024675-38818835,1379219,0.9873462198808504,1.1054782618453345,2.227026442989838,1247623,7,7.492180482825162,53.0244612800694,7.412737661937941,7.2817897030928735,87,88,88,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr10:51448845-125869472,4766384,0.9847327987449208,1.102764462842423,1.7039224416642065,4322215,7,3.365853225667748,43.64221174683908,7.145752120151357,6.6062252267720245,66,65,65,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr11:96437584-134946516,2335396,0.9866912101805472,1.1026270178548074,1.868623798755771,2118030,8,3.9347812300135967,50.0527830577124,7.126213509723659,7.0747991531712335,68,67,67,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr12:37856694-109373470,5052576,0.98606930570961,1.1071210312143176,1.7642827889557802,4563708,13,3.842453384242827,48.38505286431685,7.491998830775326,6.955936519572102,109,115,115,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr12:7239876-34856694,1932874,0.9868555779501516,1.106901087674228,2.495259477503918,1746204,14,10.824400445089218,51.260036041364245,7.330003825440785,7.159611444859578,115,121,121,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr13:19020000-86760324,4543630,0.98440297128163,1.1058897807365766,1.8945873470668075,4108575,11,4.196573786053344,43.06256976763336,6.915542980230372,6.562207690071487,64,63,63,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr14:19000000-107289540,6152858,0.9860738469186532,1.1059597923199358,1.7980547942797311,5563366,16,7.34653635218347,48.26055799310663,7.677166125687219,6.946981934128419,149,195,195,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr15:29209443-82829645,3883403,0.9868869906564388,1.108548237968019,1.4145170087866858,3503144,7,2.189256418008972,51.58179005161514,8.34433782910437,7.182046369358467,67,66,66,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr16:46385801-88389383,2815705,0.9999371533938348,1.2326989259598309,15.353370344211156,2284180,85,283.5864891925935,32941.365261664585,23.885870640667548,181.4975626879452,4224,5314,5314,8.0,10.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr17:34725848-62410760,2050959,0.9872030839921092,1.1071745915896236,1.3608456644288427,1852427,11,2.3129231852543097,52.670187738958845,8.771311366115912,7.257422940614584,77,77,77,9.0,12.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr17:62460760-77546461,917534,0.9859580733048552,1.0987983722818473,1.7047309390230103,835035,7,3.6455624211799615,46.99456515965158,7.481171447903382,6.855258212471036,64,63,63,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr18:18510898-52059136,2020457,0.9979387852658298,1.1093274987852315,46.96084709317677,1821336,118,3146.647342725783,362.0103836521264,6.974655966828745,19.02657046480333,817,1707,1707,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr1:3995268-13052998,501106,0.983703604128352,1.0938241476634003,1.485955454085676,458124,6,2.909605641084948,39.96371044576628,7.319256358540483,6.321685728171425,59,58,58,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr2:21178113-87668206,4718444,0.985812421077478,1.1067253862384916,1.6011203558436913,4263429,10,2.8859605043682297,47.44062275955592,7.6833511241772765,6.887715351229021,66,65,65,8.0,11.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr3:60000-66170270,4477740,0.9852527022673828,1.1027645089186764,1.7427764736098448,4060469,8,3.783961190863955,45.18146436409955,7.342785771791386,6.721715879453664,80,79,79,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr4:75452279-191044276,7536918,0.981331388235798,1.1028574664496924,2.131215870022665,6833992,13,6.16568257832786,35.69270996079392,6.336388307156344,5.974337616907327,82,81,81,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr6:95830543-157559467,4482032,0.9845405642558028,1.1068497507877173,1.825931406427968,4049360,9,4.021884018122965,43.545860442780665,7.244858199814292,6.598928734482641,69,68,68,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr7:100606043-130154523,2006420,0.9838860530040108,1.1039079293624807,1.890385444845899,1817562,7,4.222013551065906,41.47280547537019,6.915003724769774,6.439938313009697,63,62,62,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr8:86726451-142766515,3669372,0.9830979794582244,1.1017302226596537,2.2150092205177665,3330555,11,7.682455727069113,39.301626374922925,6.609634730547912,6.269100922374988,103,104,104,5.0,8.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr9:92678796-133073060,2692052,0.9869713137882886,1.1033266788008398,2.1347278142909327,2439942,10,8.249715083558392,51.24019413704524,7.648065404833393,7.158225627698895,98,97,97,7.0,10.0,3.0,5.0,5.0,1,0
